Handle;Title;Description;Vendor;Categoria;Tags;Precio;Variant 1;Variant 1 price;Variant 1 Featured Image URL;Variant 2;Variant 2 price;Variant 2 Featured Image URL;Variant 3;Variant 3 price;Variant 3 Featured Image URL;Variant 4;Variant 4 price;Variant 4 Featured Image URL;Variant 5;Variant 5 price;Variant 5 Featured Image URL;Image 1 URL;Image 2 URL;Image 3 URL;Image 4 URL;Image 5 URL;Image 6 URL;Image 7 URL;Image 8 URL;Image 9 URL;Image 10 URL;Option 1;Option 2;Option 3
flor-aromatica-cbd-cordobesa-packplaya-3floresmasregalo;Pack Playa · 3 Flores Aromáticas de CBD con regalo incluido;"El Pack Playa La Cordobesa se compone de tres de nuestras flores de CBD: La Cordobesa Tradicional, Limonera y Naranjita. Además, La Cordobesa Hash de regalo.


Pidiendo 1 unidad del pack: recibes 2 gramos de cada flor (total 6 g), y además el regalo de 1 g extra de La Cordobesa Hash.

Pidiendo 2 unidades del pack: 4 gramos de cada flor (12 g), regalo de 3 g extra de La Cordobesa Hash.

Pidiendo 3 unidades del pack: 6 gramos de cada flor (18 g), regalo de 5 g extra de La Cordobesa Hash.

Pidiendo 4 unidades del pack: 8 gramos de cada flor (24 g), regalo de 7 g extra de La Cordobesa Hash.

Cogollos de flor de CBD provenientes del cáñamo industrial. Contiene CBD y menos de 0,2% de THC, como rige la ley española. Todos nuestros cogollos de flor aromática de cáñamo, así como el hachís CBD o resina de hachís, nacen de semillas certificadas por la Unión Europea. Técnicas de cultivo punteras y sostenibles.

Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano. 

Beneficios. Este pack La Cordobesa ofrece una combinación perfecta de flores de CBD que, con sólo verlas, ya recuerdan a las colores claros y notas frescas del verano, así como a su sensación de ligereza. Te sacarán del día a día para transportarte, con sus aromas, a tu lugar favorito. Sin efectos psicoactivos.

Sostenibilidad. Nuestras flores de CBD están cultivadas sin pesticidas, ni metales, ni fertilizantes de ningún tipo, ya que proceden de un cultivo orgánico y ecológico.";profesorcbd;Flores de CBD;"equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
vitalidad
Zzz";54;Default Title;54;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackPlaya-Otros-001.webp?v=1698336067;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackPlaya-Otros-002.webp?v=1698336067;;;;;;;;;Title (Default Title);;
flor-cbd-cordobesa-naranjita;Cogollo de Flor Aromática de CBD al 14,87% · La Cordobesa Naranjita;"La Flor de CBD La Cordobesa® Naranjita es una flor aromática de cáñamo industrial rica en CBD (14,78%) y con menos de 0,2% de THC. Cultivo de interior con semilla Finola. Desprende un maravilloso olor a naranja. Envío en paquetes opacos que no desprenden ningún olor.
Nueva variedad Truffle Orange. Igual de refrescante que la versión anterior, pero con la sofisticación y potencia de una Truffle. Preciosos cogollos oscuros que denotan su toque gourmet. 

Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión, Ítem de utilización comercial. No apto para el consumo humano.

Beneficios.  La Flor de CBD La Cordobesa® Naranjita es una flor de CBD de cáñamo industrial con un alto porcentaje de CBD (14,78%). Te gustará el aroma de esta flor de CBD si la primavera es tu estación fetiche, te pirra el olor de la ropa nueva y viajar a países orientales. Curación media y cogollo compacto.

Sostenibilidad. Cultivada en la Alpujarra en zona interior, la Flor de CBD La Cordobesa® Naranjita procede de un cultivo orgánico y ecológico con certificados BIO por la UE. Semilla certificada por la Unión Europea. Sin terpenos ni productos químicos. Como todas nuestras flores de cáñamo, se acompaña de un análisis composicional certificado por CTAEX.";profesorcbd;Flores de CBD;"equilibrio
FC
Flor
FlorLaCordobesa
focus
laCordobesa
Oferta
ofertapersonalizada
vitalidad";56;2g;14;;5g;23,8;;10g;34,3;;20g;56;;50g;112;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/NaranjitaNew.jpg?v=1704976604;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/MacroNaran.jpg?v=1704976604;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaNaranjita-florcbd-003.webp?v=1704976604;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/Orange-Bud-Analiticas-0-scaled.jpg?v=1704976604;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g, 80g);;
la-cordobesa-amnesia-haze-flor-aromatica-de-cbd;Cogollo de Flor Aromática de CBD Indoor al 22,20% · La Cordobesa Amnesia Haze ·;"La Cordobesa Amnesia Haze es una flor de cáñamo industrial de La Cordobesa CBD un 22,20% de CBD y menos del 0,2% de THC. Es una de nuestras flores premium de CBD. Pertenece, sin duda, al top 3 de las mejores flores de CBD que hemos tenido en ProfesorCBD. Cogollos CBD de un porcentaje extraordinario de cannabidiol, por lo que sus efectos son superiores a los del resto. Cogollos de CBD muy compactos y de color verde anaranjado debido a la gran cantidad de tricomas y pistilos. Envío discreto en paquetes opacos y sin olor.
Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano. 
Beneficios. La Amnesia es un cogollo de flor de cáñamo con un alto contenido de CBD. Tiene un aroma muy característico de las genéticas sativas, con toques cítricos, fruta dulce y maderas exóticas, que nos recuerda a la Amnesia Haze tradicional. Te gustará el aroma de esta flor si te gustan los cócteles sofisticados, la fruta bien madura y los olores potentes.

Sostenibilidad. Estas flores de cáñamo proceden de un cultivo orgánico y ecológico de interior con certificados BIO por la Unión Europea. Sin pesticidas, ni herbicidas. Semilla Fedora 17 certificada por la Unión Europea.";profesorcbd;Flores de CBD;"BlackFriday
Deporte
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
Premium";72;2g;18;;5g;38,25;;10g;72;;20g;100,8;;50g;270;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaAmnesiaHaze-florcbd-001.webp?v=1699961356;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaAmnesiaHaze-florcbd-002.webp?v=1699961356;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaAmnesiaHaze-florcbd-003.webp?v=1699961356;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/1133-cogollo-de-flor-aromatica-de-cbd-al-2220-la-cordobesa-amnesia-haze.jpg?v=1699958899;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
la-generosa-tradicional-flor-aromatica-de-cbd;Cogollo de Flor Aromática de CBD al 4% · La Generosa Tradicional;"La Flor Aromática de Cáñamo Industrial La Generosa® contiene 4% de CBD y menos de 0,2% de THC, el límite legal en España, como todos nuestros cogollos de flor aromática de cáñamo. Con la familia de flores La Generosa marcamos un hito en nuestra historia como compañía: lanzar la flor de cannabidiol más barata del mercado, a un imbatible precio de 3 euros el gramo. Porque, ¿de qué vale atesorar un sinfín de beneficios si no hay una mayoría que los disfrute?

Cultivo glasshouse, de más calidad que el cultivo exterior. Proveniente de plantas de cáñamo del campo andaluz, donde se encuentran los mejores cultivos de CBD. Esta flor de CBD de alta calidad y cogollos densos carece de efectos psicoactivos, como todas las flores de cannabis La Cordobesa. Cannabis legal sin efectos secundarios. Su contenido en CBD te permitirá experimentar los efectos beneficiosos de esta nueva ola del bienestar. Envío discreto en paquetes opacos que no desprenden ningún olor.
 
Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
Beneficios. La democratización de los productos de cannabidiol y flores de cáñamo o flores de CBD es un objetivo esencial de ProfesorCBD desde su nacimiento. Por ello, a nuestros esfuerzos por divulgar y vender bajo los más exigentes criterios de calidad y transparencia, se une el de buscar precios más asequibles que permitan un CBD para todos los públicos o bolsillos. La Flor La Generosa es una de nuestras cumbres en este camino. Su aroma dulce y aroma afrutado, con matices terrosos y notas dulces de mandarina, hacen de este híbrido de Cannabis sativa dominante una de las variedades más tentadoras y populares del mercado. Te gustará el aroma de esta flor si te gustan las margaritas y el olor de la tierra mojada.

Para mantener el nivel de calidad de tu flor y el aroma intenso, y conservarla en las mejores condiciones, te recomendamos guardarla en un lugar fresco y seco, lejos de cualquier fuente de luz directa: unas condiciones ambientales negativas podrían deteriorarla. Los cogollos de cannabis mantienen así su color verde y efectos positivos. La variedad de cogollos La Generosa es la más asequible de nuestra gama de productos. Sin efectos psicotrópicos.

Sostenibilidad. Todas nuestras flores de CBD provienen de cultivos orgánicos de cáñamo industrial ubicados en Extremadura o Andalucía, para apoyar el tejido social y económico más próximo y minimizar el impacto del transporte. Semillas certificadas por la UE.";profesorcbd;Flores de CBD;"equilibrio
Flor
FlorLaGenerosa
focus
Oferta
ofertapersonalizada";6;2g;6;;5g;15;;10g;30;;20g;42;;50g;150;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaGenerosa-florcbd-001.webp?v=1697528180;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaGenerosa-florcbd-002.webp?v=1697528180;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaGenerosa-florcbd-003.webp?v=1697528180;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/La-Generosa-Tradicional-min.jpg?v=1697528180;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
la-cordobesa-limonera-flor-aromatica-de-cbd-lemon-haze;Cogollo de Flor Aromática de CBD al 15,78% · La Cordobesa Limonera;"La Cordobesa Limonera contiene un 15,78% de CBD y menos de 0,2% de THC, como rige la ley española sobre las flores de cáñamo. Esta flor, cultivada en interior con semilla Finola, es una variedad Lemon Haze con un aroma cítrico espectacular. En el top 3 de nuestras mejores flores o cogollos de CBD. Cogollos de tamaño medio/grande y compacto. Envío en paquetes opacos que no desprenden ningún olor.

Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión, antes de ir a dormir o ante una necesidad rápida de soluciones. Ítem de utilización comercial. No apto para el consumo humano.

Beneficios. La Flor La Cordobesa® Limonera es una flor de CBD de cáñamo industrial con un alto porcentaje de CBD (15,78%). Te gustará el aroma de esta flor si te relajas con las velas aromáticas, eres feliz con los ambientes soleados y no consideras que exista olor superior al de unas sábanas recién lavadas.

Sostenibilidad. La Cordobesa Limonera procede de un cultivo interior orgánico y ecológico con certificados BIO por la Unión Europea. Sin pesticidas, ni herbicidas.";profesorcbd;Flores de CBD;"Flor
FlorLaCordobesa
focus
laCordobesa";80;2g;16;;5g;34;;10g;56;;20g;80;;50g;164;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaLimonera-florcbd-001.webp?v=1697528697;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaLimonera-florcbd-002.webp?v=1697528697;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaLimonera-florcbd-003.webp?v=1697528697;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/Lemon-Analiticas-0-scaled.jpg?v=1697528697;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
packs-lacordobesa-flor-cbd-cordobesa;Pack La Cordobesa · Regala CBD;"Packs La Cordobesa - Regala CBD, compuestos por flores y hash La Cordobesa®, en tres formatos y precios diferentes que se adaptan a todos los públicos:


PACK 1: 7 variedades flores (Tradicional, Limonera, Helada, Atleta, Legal, Naranjita y Tiki Taka) y 2 resinas (Hachís y Resina), con 3 gramos por variedad un total de 27 gramos. El gramo sale a 4,83 €.

PACK 2: 7 variedades de flores (Tradicional, Limonera, Helada, Atleta, Legal, Naranjita y Tiki Taka) , con 3 gramos por variedad un total de 21 gramos. El gramo sale a 5,01 €.

PACK 3: Compuesto por nuestras 4 flores más vendidas (Tradicional, Helada, Atleta y Tiki Taka), 3 gramos por variedad un total de 12 gramos. El gramo sale a 5,43 €.

Las Flores Aromática de Cáñamo Industrial La Cordobesa® son el resultado unir las técnicas de cultivo artesanal con las tecnologías agrícolas más punteras, que dotan al producto final de la confianza de agricultor, organismos estatales y usuario final. No tiene efectos psicoactivos. Envío discreto en paquetes opacos que no desprenden ningún olor.
Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.  
Beneficios. Los propios de las variedades de flor que elijas para tu Pack Regala CBD.
Sostenibilidad. Todos nuestros cogollos de flor aromática de cáñamo, así como el hachís CBD o resina de hachís, provienen de semillas certificadas por la Unión Europea. Técnicas de cultivo punteras y sostenibles. Sin terpenos ni productos químicos.";profesorcbd;Flores de CBD;"Deporte
equilibrio
Flor
FlorLaCordobesa
focus
packs
vitalidad
Zzz";65;PACK 3 - 12 GRAMOS;65;;PACK 2 - 21 GRAMOS;105;;PACK 1 - 27 GRAMOS;130;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackRegalaCBD_16503933-9604-4f0e-a06d-e6c8674049b2.webp?v=1697529976;;;;;;;;;;Tamaño (PACK 3 - 12 GRAMOS, PACK 2 - 21 GRAMOS, PACK 1 - 27 GRAMOS);;
hachis-de-canamo-con-1608-de-cbd-la-cordobesa-hash;Hachís aromático de Cáñamo con 16,08% de CBD La Cordobesa Hash;"El Hachís Aromático de Cáñamo La Cordobesa Hash contiene 16,08% de CBD y menos de 0,2% de THC. Un interesante hachís legal, de la variedad Orange, cuya versión mejorada incorporamos a nuestras variedades de hachís bajo el sello La Cordobesa. Es una actualización que data de julio de 2021, realizada para elevar su calidad y cualidades organolépticas. Producto natural de alta calidad, ideal para los amantes del hachís tradicional. Se envía en paquetes opacos y discretos que no desprenden ningún olor.
Las resinas de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano. 
Beneficios. El hachís de cáñamo La Cordobesa® Hash (hachís CBD) contiene 16,08% de CBD total. Su alto contenido de cannabidiol la convierten en un hachís extraído muy interesante. Producto seco y granulado, sencillo de manipular y de fácil entrada aromática.

Sostenibilidad. Este hachís CBD, de la familia La Cordobesa CBD, es un producto 100% español sin terpenos, herbicidas ni pesticidas. Cultivado en Andalucía, a partir de semillas certificadas por la Unión Europea Futura75.";profesorcbd;Flores de CBD;"equilibrio
Flor
focus
La Cordobesa Hash
Oferta
ofertapersonalizada
ResinaLaCordobesa
Resinas";64;2g;18;;5g;38,25;;10g;58,5;;20g;64;;40g;140,4;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/ResinaLaCordobesaHash-florcbd-001.webp?v=1697608903;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/ResinaLaCordobesaHash-florcbd-002.webp?v=1697608903;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/ResinaLaCordobesaHash-florcbd-003.webp?v=1697608903;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/ResinaLaCordobesaHash-florcbd-004.webp?v=1697608903;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/ResinaLaCordobesaHash-florcbd-005.webp?v=1697608903;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/La-Cordobesa-Hash-Lemon.jpg?v=1697608903;;;;;Cantidad (2g, 5g, 10g, 20g, 40g, 50g);;
la-cordobesa-cbg;Cogollo de Flor de CBG 8% · La Cordobesa Cannabigerol;"La Flor de CBG La Cordobesa Cannabigerol es una flor aromática de cáñamo industrial rica en CBG (8%) y con menos de 0,2% de THC. Esta flor de La Cordobesa CBD es rica en el cannabinoide que arrasa en EE UU, el CBG. Tan placentera como las flores del CBD, pero con un aspecto más limpio y plateado, gracias al reflejo que aportan sus tricomas. Olor afrutado. Envío discreto en paquetes opacos y sin olor.
Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
Beneficios. La Flor La Cordobesa® Cannabigerol es una flor de CBG de cáñamo industrial con un alto porcentaje de CBG (8%). Te gustará el aroma de estos cogollos CBG si te gustan los puestos de frutas de los mercados de abastos y buscar siempre la diferencia en tus planes. Cogollo compacto, de excelente tamaño y curación media.

Sostenibilidad. Flores de cáñamo cultivadas en Extremadura. Así, se reduce la huella de carbono de su transporte y, a la misma vez, se invierte en el tejido social y económico más próximo. Semilla certificada Santhica por la Unión Europea. Orgánica y 100% BIO.";profesorcbd;Flores de CBD;"equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
Zzz";64;2g;16;;5g;35;;10g;42;;20g;64;;50g;105;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaCBG-florcbd-001.webp?v=1697527993;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaCBG-florcbd-002.webp?v=1697527993;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaCBG-florcbd-003.webp?v=1697527993;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/Analitica_CBG.jpg?v=1697527993;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
aceite-de-cbd-para-mascotas-isolado-sin-thc-nalatales;Aceite de CBD 5% (500mg) para mascotas sin THC · NalaTales;"El aceite de CBD para perros y gatos hakunaOil NalaTales es un aceite de CBD aislado (sin otros cannabinoides al 99,9%). 0% de THC. Sin efectos secundarios. Sin efectos psicoactivos. Alta calidad. No apto para el consumo humano. Producto de procedente del cáñamo y de uso industrial. Envase de 10 ml: 320 gotas aprox. Conservar en la nevera.
Se entrega directamente en bote, sin caja. Un pequeño gesto por la reducción de desperdicio que a tu mascota no le importará, y nuestro planeta sí agradece.

La dosificación estándar depende de su peso corporal. Dosis recomendada:
<10kg = 1gota al día
10-20kg = 2 gotas día
>20kg = 3 gotas al día

Beneficios. El CBD afecta a los animales que, al igual que las personas, tienen sistema endocannabinoide. Ya sean perros, gatos, caballos u otros vertebrados, nuestras mascotas pueden disfrutar de las mismas propiedades que disfrutamos los humanos y los innumerables beneficios del CBD.

Ingredientes. Aceite con base MCT, cannabidiol aislado al 99,9% y aceite de salmón.

Sostenibilidad. El aceite de CBD para perros y gatos NalaTales, de hakunaOil, proviene de cultivo ecológico y orgánico certificado de cáñamo industrial por la Unión Europea. Producto español con analíticas certificadas españolas. Cultivado en Andalucía y Extremadura.";profesorcbd;Aceites de CBD;"Aceite
BlackFriday
HakunaOil
mascotas
Oferta
ofertapersonalizada";25,97;Default Title;25,97;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/ISOLATE-1.jpg?v=1683734875;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/756-Aceite-de-CBD-5500mg-para-mascotas-sin-THC-_C2_B7-NalaTales.jpg?v=1683734876;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/757-Aceite-de-CBD-5500mg-para-mascotas-sin-THC-_C2_B7-NalaTales.jpg?v=1683734876;;;;;;;;Title (Default Title);;
flor-aromatica-cbd-cordobesa-packmontana-3floresmasregalo;Pack Montaña · 3 Flores Aromáticas de CBD con regalo incluido;"Pack de tres de nuestras flores de CBD: La Cordobesa Tradicional, Legal y Helada. Además, La Cordobesa Hash de regalo.


Pidiendo 1 unidad del pack: recibes 2 gramos de cada flor (total 6 g), y además el regalo de 1 g extra de La Cordobesa Hash.

Pidiendo 2 unidades del pack: 4 gramos de cada flor(12 g), regalo de 3 g extra de La Cordobesa Hash.

Pidiendo 3 unidades del pack: 6 gramos de cada flor (18 g), regalo de 5 g extra de La Cordobesa Hash.

Pidiendo 4 unidades del pack: 8 gramos de cada flor (24 g), regalo de 7 g extra de La Cordobesa Hash.

Cogollos de flor de CBD provenientes del cáñamo industrial. Contiene CBD y menos de 0,2% de THC, como rige la ley española. Todos nuestros cogollos de flor aromática de cáñamo, así como el hachís CBD o resina de hachís, nacen de semillas certificadas por la Unión Europea. Técnicas de cultivo punteras y sostenibles.

Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano. 

Beneficios. Este pack La Cordobesa ofrece una combinación perfecta de flores de CBD que, con sólo verlas, ya recuerdan a la brisa y los colores típicos de las montañas, así como a la sensación de libertad. Te sacarán del día a día para transportarte, con sus aromas, a tu lugar favorito. Sin efectos psicoactivos.

Sostenibilidad. Nuestras flores de CBD están cultivadas sin pesticidas, ni metales, ni fertilizantes de ningún tipo, ya que proceden de un cultivo orgánico y ecológico.
";profesorcbd;Flores de CBD;"equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
Zzz";54;Default Title;54;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackMontana-Otro-001.webp?v=1698073652;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/PackMontana-Otro-002.webp?v=1698073652;;;;;;;;;Title (Default Title);;
la-cordobesa-super-limonera-flor-aromatica-de-cbd-lemon-haze;Cogollo de Flor Aromática de CBD Indoor al 23,58% · La Cordobesa Súper Limonera (Lemon Haze);"La Cordobesa Súper Limonera es una de las joyas de la corona de La Cordobesa CBD, una flor de cáñamo industrial con un 23,58% de CBD y menos de 0,2% de THC, como rige la ley española. Destaca entre las flores de cáñamo, porque es una variedad Lemon Haze y su aroma cítrico y matices terrosos resultan espectaculares. En el top 5 de flores de CBD que hay en el catálogo de ProfesorCBD. Cogollo de color verde especialmente claro: tiende al color amarillo.
Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.
 Beneficios. La Flor de CBD La Cordobesa® Súper Limoneral es una flor de CBD de cáñamo industrial, una variedad de cannabis legal en España, con un alto porcentaje de CBD (23,58%). Te gustará el aroma de la Súper Lemon Haze si te gustan los refrescos con aroma a limón y pimienta negra, las notas frutales, el olor del verano y la esencia de un espeto a pie de playa. Cogollos de CBD de tamaño medio y de una compicidad pocas veces vista. Aroma complejo, aroma irresistible.
 Sostenibilidad. Procede de un cultivo orgánico y ecológico de interior con certificados BIO por la Unión Europea. Mayor calidad que la cosecha en exterior o cultivo al aire libre. Sin pesticidas, ni herbicidas. Semilla Fedora 17 certificada por la Unión Europea.";profesorcbd;Flores de CBD;"Deporte
equilibrio
Flor
FlorLaCordobesa
focus
laCordobesa
Premium";57,37;2g;18;;5g;38,25;;10g;57,37;;20g;100,8;;50g;270;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaSuperLimonera-florcbd-001.webp?v=1697528816;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaSuperLimonera-florcbd-002.webp?v=1697528816;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaSuperLimonera-florcbd-003.webp?v=1697528816;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/Lemon-Haze.jpg?v=1697528816;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g);;
flor-ornamental-cbd-11-cordobesa-legal-cl13;Cogollo de Flor Aromática de CBD al 16,30% · La Cordobesa Legal · CL13;"La Flor de CBD La Cordobesa® Legal es una flor aromática de cáñamo industrial rica en CBD (16,30%) y con menos de 0,2% de THC. La Cordobesa® Legal · CL13 es el resultado de unir las técnicas de cultivo artesanal con las tecnologías agrícolas más punteras, que dotan al producto final (flores de cáñamo) de la confianza de agricultor, organismos estatales y usuario. Cultivada en Greenhouse, es decir, de interior con luz natural. Posiblemente, la mejor flor de La Cordobesa CBD que hayamos tenido en años de cosecha.

Envío en paquetes opacos que no desprenden ningún olor.

Las flores de CBD La Cordobesa están catalogadas como productos aromáticos. Su venta es totalmente legal y nuestros usuarios las usan en momentos de distensión. Ítem de utilización comercial. No apto para el consumo humano.

Beneficios. La Flor de CBD La Cordobesa® Legal es una flor de CBD de cáñamo industrial con un alto porcentaje de CBD (16,30%). Dulce y potente. Para amantes del placer más esencial.

Sostenibilidad. Cultivo ecológico y orgánico muy superior al de las flores italianas o suizas, que suelen tener terpenos químicos. Cogollos CBD 100% españoles, cultivados en Granada y recogidos en mayo de 2023. Semilla Carmagnola certificada por la Unión Europea.";profesorcbd;Flores de CBD;"equilibrio
FC
Flor
FlorLaCordobesa
focus
laCordobesa
Oferta
ofertapersonalizada";84;2g;16;;5g;34;;10g;54;;20g;84;;50g;112;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaLegal-florcbd-001.webp?v=1697528516;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaLegal-florcbd-002.webp?v=1697528516;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/FlorLaCordobesaLegal-florcbd-003.webp?v=1697528516;https://cdn.shopify.com/s/files/1/0743/4357/9926/products/Legal-Analitica.jpg?v=1697528516;;;;;;;Cantidad (2g, 5g, 10g, 20g, 50g, 80g);;
aceite-cbd-premium-hakuna-oil-al-30-full-spectrum-con-base-mct;Aceite CBD Premium hakunaOil al 30% Full Spectrum con base MCT;"El aceite de CBD hakunaOil al 30% es un aceite con 3.000mg de CBD (30%) de espectro completo o full spectrum. Esto significa que, además del cannabidiol, contiene otros cannabinoides: CBN, CBDA, CBG, CBC y terpenos. La presencia de todos ellos crea el efecto séquito, que puede potenciar los beneficios del aceite de CBD. Tarro de 10ml: 320 gotas aprox. Menos de 0,2% de THC. Es decir, no provoca adicción ni tiene ningún efecto psicoactivo. Sin efectos secundarios.

Los aceites de CBD full spectrum se suelen elaborar con tres tipos de base: MCT, aceite de oliva o aceite de cáñamo. La primera, también conocida como aceite de coco, mejora el aprovechamiento de los cannabinoides por parte de los receptores del cuerpo humano, al contener niveles de grasa saturada cercanos al 80%. Debido a esto, en hakunaOil trabajamos mayoritariamente con MCT C8, sumando una pequeña parte de aceites de cáñamo y oliva (un gran conservador del CBD). Es el caso de nuestro aceite hakunaOil al 30% de CBD.

Este aceite de CBD ha de almacenarse en un lugar oscuro y fresco. No recomendado para mujeres embarazadas o lactantes. Mantener fuera del alcance de los niños.

Beneficios. Este aceite es para ti si ya conoces a la perfección los beneficios del cannabidiol y buscas lo más potente de nuestro catálogo. Aquí lo tienes. Aceite de CBD vegano, sin lactosa, sin gluten y sin conservantes.

Ingredientes. Caprylic/Capric Triglyceride, CBD, aceite de cáñamo, aceite de oliva y aceite MCT.

Sostenibilidad. Producción respetuosa, con Certificado Europeo de Agricultura Ecológica. Ingredientes de origen sostenible y envases ecológicos. Producto fabricado íntegramente en España.";profesorcbd;Aceites de CBD;"Aceite
BlackFriday
equilibrio
Farmacia
HakunaOil
Oferta
Trespordos";99,95;Default Title;99,95;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum30_CBD10ml-aceitecbd-001.webp?v=1699961175;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum30_CBD10ml-aceitecbd-002.webp?v=1699961175;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum30_CBD10ml-aceitecbd-003.webp?v=1699961175;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/AceiteFullSpectrum30_CBD10ml-aceitecbd-004.webp?v=1699961175;https://cdn.shopify.com/s/files/1/0743/4357/9926/files/30_FullSpectrum.jpg?v=1705327057;;;;;;Title (Default Title);;
